id, disaster_id, name_of_assessor, county, municipality, code, name_property_owner, street_address,  city,   zip_code, date,lat, lng, location_notes, owner_type, phone_number, home_type, property_type, type_of_disaster, damage_foundation, damage_floor, damage_exterior, damage_interior, damage_plumbing, damage_hvac,damage_roof, damage_electrical, damage_category, flood_insurance, marketvalue_structure, marketvalue_contents, marketvalue_land, insurance_structure, insurance_contents, insurance_land, name_insurance, phone_insurance, disaster_structure, disaster_contents, disaster_land, comments
240,disasterB,Joseph Dunn,Somerset,Balite,25,Carlos Gomez,21873 Jay Center,ItajuÃ_pe,2302,12/7/16,15.64451,120.64196,Multi-lateral composite frame,Teal,63-(580)596-3715,mobile,type1,landslide,0.72,0.84,0.95,0.14,0.59,0.77,0.82,0.82,0.2,TRUE,98565,27145,6144,94344,91318,23965,Elizabeth Wheeler,55-(741)294-4181,5795,6454,69817,Right-sized content-based data-warehouse
241,disasterD,Wayne Payne,Somerset,Hyattsville,24,Adam Gibson,59386 Talmadge Plaza,Pepe,20784,12/11/16,38.9513,-76.8958,Open-architected human-resource paradigm,Teal,1-(301)636-0687,mobile,type3,earthquake,0.91,0.94,0.94,0.05,0.03,0.44,0.77,0.77,0.28,TRUE,70031,71991,20817,46397,31394,92317,Andrew Mills,62-(174)946-1519,1390,32120,24173,Cloned optimizing alliance
242,disasterD,Margaret Williamson,Somewhereelse,Birayang,30,Todd Oliver,66260 Stephen Pass,Buka,,11/23/16,-2.5328,115.4549,Versatile dedicated local area network,Mauv,62-(348)383-3253,multi_family,type1,fire,0.2,0.86,0.61,0.68,0.89,0.72,0.96,0.96,0.67,FALSE,59922,81506,68653,45622,50667,74443,Mildred Perez,62-(973)700-8931,15999,45943,35888,Digitized solution-oriented toolset
243,disasterD,Emily Boyd,Allegheny,Quixeramobim,13,Ashley Black,90669 Glacier Hill Hill,Tottori,63800-000,3/9/16,-5.19917,-39.29278,User-centric asymmetric capability,Maroon,55-(830)787-2402,mobile,type3,earthquake,0.52,0.28,0.27,0.54,0.82,0.71,0.42,0.42,0.26,TRUE,22841,43141,75074,77631,40102,597,Chris Rose,81-(793)195-4453,60360,4873,66900,Robust client-server circuit
244,disasterA,Pamela Harvey,Somewhereelse,Sidi Yahia el Gharb,32,Bruce Marshall,42306 Namekagon Parkway,NÃ¡klo,,6/17/16,34.30652,-6.30618,Organic demand-driven process improvement,Khaki,212-(560)569-3077,mobile,type4,landslide,0.8,0.18,0.46,0.43,0.44,0,0.73,0.73,0.35,FALSE,80543,10442,1769,44632,62537,92805,Lillian Collins,420-(617)670-8223,74208,98345,61895,Devolved holistic definition
245,disasterD,Daniel Mcdonald,Allegheny,LaÃ¢youne / El AaiÃºn,5,Harold Reyes,80 Gina Terrace,AngoulÃªme,,8/24/16,27.16224,-13.20315,Seamless motivating algorithm,Indigo,212-(906)947-5617,single_family,type4,flood,0.15,0.56,0.09,0.89,0.68,0.8,0.03,0.03,0.98,FALSE,24883,46140,9604,7183,48360,31744,Tammy Stephens,33-(231)293-7826,26236,98934,60377,Expanded systemic implementation
246,disasterA,Charles Little,Allegheny,Murygino,35,Theresa Pierce,0669 Lakeland Circle,Wonopringgo,613641,9/26/16,58.73831,49.45822,Stand-alone heuristic task-force,Green,7-(532)542-5273,mobile,type4,earthquake,0.1,0.52,0.04,0.93,0.12,0.38,0.51,0.51,0.72,TRUE,69892,18307,94717,42988,72676,78743,Keith Daniels,62-(886)658-1208,19495,96183,52388,Persevering intangible circuit
247,disasterC,Jennifer Stanley,Somewhereelse,Montijo,2,Russell Garrett,2042 Pennsylvania Court,Jeblog Satu,2870-005,5/21/16,38.7,-8.9167,Mandatory human-resource adapter,Indigo,351-(365)962-3537,mobile,type1,flood,0.34,0.97,0.51,0.21,0.03,0.66,0.05,0.05,0.1,FALSE,30387,90544,98503,97171,94207,79809,Douglas Murphy,62-(473)599-9629,76731,4927,4175,Profound didactic matrices
248,disasterA,Pamela Griffin,Allegheny,Skwierzyna,25,Charles Kim,94788 Anthes Center,Cayur,66-440,9/1/16,52.59914,15.50652,Function-based disintermediate leverage,Khaki,48-(210)190-5678,single_family,type1,fire,0.6,0.26,0.73,0.69,0.63,0.71,0.16,0.16,0.75,FALSE,75592,48360,67913,38258,77991,44810,Melissa Harris,62-(589)964-8210,71958,68770,15546,Decentralized real-time throughput
249,disasterB,Heather Howell,Allegheny,Zangzhai,37,Wanda Payne,0795 Meadow Vale Place,Tanlad,,12/21/16,39.62953,113.11367,Operative solution-oriented ability,Turquoise,86-(365)303-3858,mobile,type3,landslide,0.48,0.94,0.3,0.84,0.84,0.16,0.35,0.35,0.97,TRUE,27477,62373,20551,47331,44879,63982,Todd Peterson,63-(717)955-9379,29525,7621,78387,Switchable dedicated moratorium
250,disasterC,Bobby Smith,Somerset,Balete,38,Teresa Williamson,17049 Tony Pass,Dobropillya,5614,3/19/16,11.5556,122.3803,Inverse context-sensitive circuit,Mauv,63-(776)801-6433,single_family,type3,fire,0.43,0.61,0.57,0.44,0.65,0.4,0.67,0.67,0.24,FALSE,55708,50276,72920,58702,78798,3389,Carlos Martin,380-(162)532-1552,54702,86925,98637,User-centric responsive flexibility
251,disasterC,Brandon Schmidt,Somerset,ZÅ‚otoryja,20,Carol Sanchez,4809 David Terrace,Rukunlima Bawah,59-501,4/14/16,51.12637,15.91979,Inverse executive productivity,Aquamarine,48-(262)446-8497,multi_family,type3,flood,0.66,0.73,0.27,0.17,0.76,0.89,0.68,0.68,0.98,FALSE,86466,14268,36569,3679,79196,18738,Benjamin Adams,62-(227)129-3259,11341,59658,93204,Intuitive 24/7 forecast
252,disasterB,Virginia Pierce,Somewhereelse,Bokat,25,Tina Rogers,23 Eagan Hill,Jiangshan,,12/12/16,1.0871,121.505,Team-oriented regional access,Khaki,62-(652)565-3055,single_family,type3,flood,0.59,0.77,0.22,0.05,0.88,0.5,0.42,0.42,0.43,TRUE,52486,35155,36545,26323,2439,90589,Bonnie Fisher,86-(825)348-9101,88171,96516,83765,Digitized value-added alliance
253,disasterD,Jonathan Elliott,Somewhereelse,Zlatar,32,Frances Russell,032 International Road,Valle de ÃÅngeles,49250,8/12/16,46.09417,16.07083,Reverse-engineered dedicated workforce,Purple,385-(445)131-0688,single_family,type3,earthquake,0,0.74,0.59,0.39,0.54,0.34,0.13,0.13,0.54,FALSE,51162,27698,89286,57287,69066,41408,Arthur Stanley,504-(822)873-8794,25362,29433,99628,User-friendly incremental architecture
254,disasterC,Kevin Daniels,Allegheny,Santa FÃ© do Sul,29,Barbara Hart,78461 Londonderry Way,Tumauini,15775-000,6/28/16,-20.21111,-50.92583,Vision-oriented transitional strategy,Goldenrod,55-(268)721-4706,mobile,type3,landslide,0.53,0.76,0.5,0.02,0.24,0.02,0.4,0.4,0.04,TRUE,5619,22356,29705,89351,51958,5276,Bobby Smith,63-(259)647-1979,32319,92565,89154,Enhanced solution-oriented workforce
255,disasterA,Keith Roberts,Allegheny,Cipicung,15,Richard Reid,47183 Moulton Lane,GarbÃ_w,,8/8/16,-7.0236,106.6699,Extended actuating infrastructure,Crimson,62-(396)501-4128,multi_family,type3,fire,0.18,0.03,0.13,0.53,0.86,0.78,0.55,0.55,0.1,TRUE,23866,11724,99500,10500,54807,15477,Lillian Alvarez,48-(905)608-9834,68539,2016,88459,Multi-layered mission-critical utilisation
256,disasterC,Phillip Lawrence,Allegheny,Medang,38,Bonnie Wilson,7 Reindahl Lane,Tuchola,,7/17/16,-6.9136,111.4396,Proactive 24 hour standardization,Purple,62-(489)295-1018,single_family,type4,earthquake,0.84,0.54,0.96,0.54,0.81,0.99,0.01,0.01,0.28,TRUE,98851,66942,2751,63050,51255,67283,Kenneth Hicks,48-(890)250-4931,91727,42225,86612,Function-based scalable capacity
257,disasterD,Jonathan Ryan,Allegheny,Montauban,19,Jerry Williams,73 Almo Parkway,Shuangjie,82004 CEDEX,1/10/17,44.0167,1.35,Stand-alone leading edge encryption,Mauv,33-(990)601-0940,single_family,type3,flood,0.66,0.69,0.8,0.35,0.72,0.17,0.04,0.04,0.26,TRUE,79777,48498,26687,37235,400,28490,Helen Gray,86-(282)711-1096,64770,89482,50209,Focused needs-based Graphical User Interface
258,disasterB,Frank Hill,Somerset,Ã…mÃ¥l,27,James Morgan,0 Comanche Drive,Ketara,662 24,10/13/16,59.051,12.7049,Innovative next generation installation,Violet,46-(188)507-3537,single_family,type2,earthquake,0.96,0.08,0.82,0.68,0.12,1,0.92,0.92,0.82,FALSE,89843,5493,27963,48816,20775,46292,Doris Richards,62-(731)268-2727,77043,79331,59337,Vision-oriented systematic hardware
259,disasterC,Annie Hall,Somerset,Bene 'Ayish,45,Phyllis Sullivan,6164 Dapin Drive,GÃ_vle,,5/15/16,31.78333,34.75,Multi-lateral fault-tolerant artificial intelligence,Orange,972-(400)157-4908,single_family,type4,fire,0.14,0.01,0.5,0.17,0.5,0.99,0.47,0.47,0.9,FALSE,76985,78448,87510,21371,54064,15237,Marilyn Reid,46-(288)574-9776,36861,77147,24363,Up-sized coherent approach
260,disasterB,Eugene Palmer,Somewhereelse,Bajing,5,Ryan Hughes,87 Vera Park,Luofang,,3/1/16,28.17719,115.48326,Multi-tiered fresh-thinking instruction set,Teal,86-(901)973-5901,multi_family,type1,flood,0.18,0.36,0.48,0.05,0.01,0.22,0.43,0.43,0.55,FALSE,81513,94686,17714,89997,51459,8196,Diane Howard,86-(208)155-5824,40291,27575,96871,Cross-platform 5th generation interface
261,disasterD,Eric Hall,Somewhereelse,Simuay,40,Douglas Wagner,88992 4th Point,Lebane,6815,4/11/16,7.27722,124.30722,Innovative analyzing adapter,Blue,63-(286)423-4554,multi_family,type3,earthquake,0.02,0.97,0.42,1,0.35,0.49,0.65,0.65,0.51,FALSE,58264,82930,25922,90369,4514,32606,Billy Kelly,381-(877)125-2473,52169,66889,87887,Multi-tiered homogeneous utilisation
262,disasterA,Stephanie Henderson,Somewhereelse,Yeosu,9,Sara Perez,94 Bay Terrace,San Antonio Huista,,12/22/16,34.76278,127.66528,Future-proofed background archive,Purple,82-(247)638-8138,single_family,type2,earthquake,0.3,0.89,0.72,0.09,0.92,0.24,0.22,0.22,0.35,TRUE,91631,92249,28099,75666,81323,92813,Anthony Webb,502-(698)426-2746,62384,93943,900,De-engineered attitude-oriented interface
263,disasterC,Diane Walker,Somewhereelse,Blois,27,Eric Reed,3039 Northview Way,Teroual,41015 CEDEX,7/13/16,47.5833,1.3333,Secured intangible approach,Orange,33-(706)434-0313,mobile,type3,fire,0.41,0.01,0.96,0.54,0.89,0.22,0.94,0.94,0.13,FALSE,96125,61030,53769,35276,59837,78933,Johnny Matthews,212-(134)336-4303,96575,27084,22622,Balanced upward-trending installation
264,disasterA,Rachel Lynch,Somerset,ÅÅeba,14,Phillip Henderson,08 Forest Run Crossing,Carlos Casares,84-360,3/16/17,54.76099,17.55547,Mandatory eco-centric intranet,Green,48-(253)535-9466,mobile,type3,fire,0.77,0.14,0.78,0.98,0.94,0.32,0.91,0.91,0.18,TRUE,99482,54304,4951,93813,46348,83414,Keith Harvey,54-(468)608-7614,3363,7601,5316,Open-architected 24 hour application
265,disasterC,Maria Rice,Somewhereelse,Carvalho,36,Janice Lynch,47 Ludington Road,Al QurayshÄ«yah,4950-703,10/9/16,42.0778,-8.3722,Stand-alone content-based extranet,Aquamarine,351-(186)852-3276,multi_family,type1,flood,0.52,0.09,0.96,0.56,0.89,0.95,0.5,0.5,0.8,TRUE,11201,36833,54267,8582,55709,6863,Paula Perkins,967-(296)365-1027,20136,49685,27161,Progressive interactive customer loyalty
266,disasterC,Tina Richards,Somewhereelse,Al QarÄÅrah,8,Julia Dean,7870 Coleman Place,Jiahe,,11/3/16,31.37389,34.34085,Visionary radical model,Violet,970-(252)872-7682,single_family,type1,fire,0.19,0.34,0.28,0.39,0.25,0,0.24,0.24,0.1,FALSE,25631,9595,82564,58917,44336,85846,Jack Rivera,86-(843)637-2285,32919,51208,18524,Devolved hybrid benchmark
267,disasterB,Irene Adams,Somewhereelse,Jincheng,16,Janice Green,1 Sheridan Drive,Å¢ammÅ«n,,11/27/16,37.42048,120.10588,Multi-layered responsive productivity,Orange,86-(234)619-2161,mobile,type2,fire,0.96,0.36,0.45,0.03,0.57,0.06,0.43,0.43,0.47,FALSE,98274,85392,65959,21656,82368,13496,Kevin Stanley,970-(431)431-5535,18532,3167,34524,Reverse-engineered neutral matrix
268,disasterC,Lawrence Palmer,Somerset,Kemendung,42,Marie Morris,1007 Shasta Alley,Lanas,,2/13/17,-7.046,112.3782,Universal web-enabled circuit,Indigo,62-(646)468-8798,mobile,type3,earthquake,0.24,0.61,0.81,0.02,0.27,0.31,0.04,0.04,0.35,FALSE,85579,24884,36974,11872,78971,78856,Rose Grant,63-(307)892-1504,77364,61386,82565,Universal foreground definition
269,disasterB,Brandon Martin,Somewhereelse,Miskindzha,45,Joyce Nguyen,02 Memorial Point,Rote,368757,1/19/17,41.42402,47.84668,Fully-configurable local knowledge user,Turquoise,7-(975)368-8976,mobile,type3,fire,0.1,0.42,0.2,0.31,0.01,0.72,0.03,0.03,0.11,TRUE,55642,5256,33446,75168,45911,49967,Brandon Harrison,62-(808)417-0652,53418,84209,93264,Monitored contextually-based monitoring
270,disasterB,Jesse Gilbert,Somerset,Paihia,35,Daniel Sanchez,0 Sunnyside Circle,Nagykanizsa,247,2/13/17,-35.28067,174.09103,Inverse bifurcated toolset,Aquamarine,64-(266)935-7182,multi_family,type3,landslide,0.07,0.39,0.25,0.28,0.15,0.17,0.11,0.11,0.54,FALSE,11564,19633,28647,25087,61667,13468,Eugene Jackson,36-(707)652-3724,63402,40219,99593,Intuitive dedicated implementation
271,disasterB,John Shaw,Somerset,Paris 02,14,Antonio Duncan,13104 Lakewood Gardens Road,San JerÃ_nimo,75104 CEDEX 02,1/21/17,48.8655,2.3426,Digitized system-worthy open system,Fuscia,33-(419)429-4277,mobile,type2,earthquake,0.63,0.9,1,0.05,0.65,0.24,0.6,0.6,0.13,FALSE,19153,75643,69117,98149,88721,47008,Elizabeth Hall,504-(646)870-3330,38241,9474,52690,Realigned local strategy
272,disasterD,Johnny Gray,Somerset,CunÃ©n,10,Jessica Simpson,6565 Cascade Plaza,Celje,14019,10/19/16,15.3375,-91.02694,Versatile tangible interface,Purple,502-(751)294-7363,mobile,type2,flood,0.02,0.04,0.62,0.67,0.01,0.68,0.11,0.11,0.06,TRUE,73409,33782,91558,62006,83072,24503,Douglas Anderson,386-(511)964-3206,36867,65281,70032,Customer-focused disintermediate artificial intelligence
273,disasterA,Michael Smith,Somerset,Ãœydzen,21,Mildred Cox,9 Sauthoff Trail,TrollhÃ_ttan,,3/13/16,44.08216,106.86985,Cloned heuristic functionalities,Blue,976-(145)535-8545,single_family,type4,flood,0.24,0.76,0.56,0.29,0.87,0.77,0.96,0.96,0.52,FALSE,80322,77244,79112,21276,1387,64386,Lillian Sims,46-(253)583-3313,45859,2426,83427,Expanded multimedia architecture
274,disasterD,Lawrence Medina,Allegheny,Shangdu,31,Carl West,38 Colorado Lane,Asmara,,4/26/16,42.25004,116.00798,Profound needs-based core,Green,86-(569)530-5922,mobile,type1,fire,0.27,0.61,0.09,0.63,0.79,0.81,0.82,0.82,0.82,TRUE,43425,15082,89774,96819,83824,12986,Wanda Butler,291-(585)906-8138,3929,75744,69203,Pre-emptive tertiary open system
275,disasterD,Benjamin Matthews,Somerset,BihaÄ‡,37,Christine Ward,7615 Fair Oaks Place,GÃ©meos,,2/10/17,44.81694,15.87083,Re-engineered asymmetric archive,Crimson,387-(190)998-3745,multi_family,type2,earthquake,0.33,0.31,0.5,0.86,0.87,0.05,0.78,0.78,0.91,FALSE,45364,15363,93538,98989,32399,45350,Ruth Warren,351-(448)635-9396,3011,14022,37689,Decentralized tangible groupware
276,disasterA,Walter Gray,Somerset,Cincinnati,15,Kenneth Stephens,73 Sachtjen Alley,Santo Domingo,45296,7/27/16,39.1668,-84.5382,Synergized tertiary standardization,Violet,1-(513)729-2951,single_family,type3,fire,0.61,0.71,0.44,0.12,0.13,0.06,0.01,0.01,0.75,FALSE,36060,40112,4357,41293,41007,76148,Nancy Meyer,63-(557)784-1873,92901,6675,57661,Robust attitude-oriented hardware
277,disasterB,Joseph Walker,Allegheny,Jinhe,17,William Sims,65 Birchwood Terrace,HacÄ± Zeynalabdin,,3/3/16,20.57079,110.41083,Multi-channelled disintermediate encryption,Crimson,86-(714)100-2547,mobile,type3,fire,0.12,0.01,0.15,0.05,0.83,0.44,0.26,0.26,0.75,TRUE,26304,33258,93482,20097,23948,87733,Ruby Roberts,994-(246)217-1060,47741,29033,7497,Implemented zero administration knowledge user
278,disasterB,Judy Foster,Allegheny,Manchioneal,15,Albert Medina,1811 Sauthoff Park,Ahar,,1/9/17,18.04444,-76.27735,Operative system-worthy hardware,Maroon,1-(580)131-1079,single_family,type4,flood,0.84,0.97,0.66,0.96,0.3,0.04,0.9,0.9,0.47,TRUE,46157,41957,85893,96503,83491,62965,Heather Sims,98-(336)575-1017,20707,61364,21348,Open-source directional analyzer
279,disasterA,Mary Perkins,Somerset,HÌ±olon,30,Laura Mitchell,336 Bashford Alley,Banjar Bias,,10/4/16,32.01034,34.77918,Ameliorated modular encryption,Indigo,972-(355)753-8133,mobile,type4,flood,0.48,0.4,0.09,0.01,0.75,0.91,0.43,0.43,1,TRUE,89368,33440,34821,1549,24568,89051,Sarah Payne,62-(926)361-4387,45992,33926,45925,Seamless regional function
280,disasterA,Paul Wells,Somerset,Kebon,50,Lois Fox,32456 Oriole Lane,Ban Huai Thalaeng,,4/3/17,-6.8598,111.4288,Intuitive 3rd generation capacity,Green,62-(733)886-8333,single_family,type4,landslide,0.67,0.7,0.81,0.14,0.51,0.73,0.77,0.77,0.07,FALSE,54315,33673,86818,6634,47103,43819,Jane Lopez,66-(643)757-6093,30819,74932,49995,Customizable fault-tolerant solution
281,disasterD,Sharon Parker,Somewhereelse,Sydney,43,Norma Carr,192 Oriole Parkway,MÄ«rpur MÄÅthelo,1043,4/14/16,-33.8678,151.2073,Ergonomic next generation data-warehouse,Pink,61-(679)218-1086,mobile,type2,fire,0.35,0.82,0.9,0.51,0.82,0.75,0.49,0.49,0.59,TRUE,7879,12940,95076,47895,10093,34019,Daniel Dixon,92-(241)882-8234,19272,56059,26885,Managed tertiary analyzer
282,disasterC,Karen Miller,Somerset,Oslo,38,Philip Burton,6 Meadow Valley Park,Monterrey,1291,5/19/16,59.8254,10.8512,Exclusive bi-directional toolset,Maroon,47-(380)461-4168,mobile,type1,earthquake,0.56,0.71,0.58,0.36,0.13,0,0.09,0.09,0.89,FALSE,75197,5774,51136,37476,61063,93157,Phillip Coleman,504-(383)144-2707,13533,63897,84652,Diverse solution-oriented local area network
283,disasterD,Kathleen Jordan,Somerset,Yushu,31,Thomas Jenkins,4 Homewood Center,Antang,,11/13/16,33.95978,106.00571,Managed holistic structure,Goldenrod,86-(950)229-4648,single_family,type4,fire,0.89,0.14,1,0.33,0.56,0.98,0.24,0.24,0.25,FALSE,93558,67152,88608,87832,94149,48410,Tina Grant,86-(145)827-7534,5638,11673,92869,Fully-configurable empowering moderator
284,disasterA,Anna Bell,Somewhereelse,Iroquois Falls,48,Anna Brown,151 Helena Place,Shuya,L6K,12/1/16,48.76688,-80.68307,Down-sized encompassing archive,Pink,1-(133)965-0381,single_family,type3,earthquake,0.38,0.19,0.34,0.92,0.75,0.72,0.68,0.68,0.6,TRUE,39046,18250,68272,1443,4405,95924,Melissa Cunningham,7-(586)359-5894,5751,21477,56898,Face to face global focus group
285,disasterA,Kathleen Robertson,Somewhereelse,Huizhai,15,Margaret Castillo,71 Fisk Junction,Doljevac,,12/20/16,23.48712,116.00339,Inverse multi-tasking strategy,Fuscia,86-(361)528-7857,mobile,type4,fire,0.45,0.06,0.11,0.25,0.62,0.25,0.04,0.04,0.76,TRUE,15628,46420,45023,11473,77672,43091,Kenneth Thompson,381-(309)884-8019,22920,59077,50127,Quality-focused value-added collaboration
286,disasterC,James Ramos,Allegheny,Hashtgerd,27,Harold Knight,4051 West Pass,Emalgolin Mongolzuxiang,,11/30/16,35.962,50.6799,Quality-focused optimizing artificial intelligence,Khaki,98-(774)265-1935,multi_family,type4,earthquake,0.38,0.33,0.52,0.66,0.04,0.95,0.01,0.01,0.63,TRUE,96754,51152,12218,33625,73429,56252,Catherine Brown,86-(564)877-4851,94613,80815,26858,Object-based grid-enabled process improvement
287,disasterA,Diane Rose,Somewhereelse,Wushan,5,William Sanders,45548 Raven Crossing,Bordeaux,,2/2/17,32.13725,113.07138,Multi-layered tertiary workforce,Teal,86-(902)563-4555,mobile,type1,landslide,0.23,0.49,0.39,0.21,0.18,0.99,0.73,0.73,0.27,FALSE,40296,23813,53809,57190,80961,61888,Victor Martin,33-(265)307-7916,16805,90731,43006,Configurable national knowledge user
288,disasterA,Pamela Alexander,Somewhereelse,Gorskaya,21,Raymond Ray,0103 Towne Drive,Bay-ang,197755,5/18/16,60.0464,29.97137,Mandatory national interface,Khaki,7-(321)719-0610,mobile,type4,flood,0.81,0.83,0.37,0.29,0.4,0.64,0.96,0.96,0.95,TRUE,37796,44949,60953,74427,60126,70614,Ruth Sanchez,63-(575)379-4973,21837,2119,93215,Centralized tangible knowledge base
289,disasterD,George Davis,Somewhereelse,Tammela,10,Paul Sanders,08962 Buell Crossing,Minato,31300,4/28/16,60.81035,23.76823,Vision-oriented high-level database,Teal,358-(672)716-3104,single_family,type3,earthquake,0.93,0.95,0.26,0.22,0.7,0.97,0.21,0.21,1,FALSE,64494,72527,37989,30475,48131,91131,Debra Boyd,81-(938)495-4044,92907,79374,12350,Sharable regional moratorium
290,disasterC,Nicole Sanders,Somewhereelse,Tuusniemi,5,Terry Hawkins,42 Sheridan Pass,Governador Valadares,71201,9/23/16,62.81667,28.5,Ergonomic fresh-thinking secured line,Turquoise,358-(894)933-1296,single_family,type1,earthquake,0.19,0.87,0.65,0.47,0.37,0.52,0.01,0.01,0.78,TRUE,28604,49082,89480,73880,20294,29707,Mark Boyd,55-(794)402-2207,27115,49963,80603,Object-based analyzing archive
291,disasterB,Daniel Hall,Somerset,Luso,4,Phillip Day,683 Elka Avenue,Arhust,3050-225,9/3/16,40.5333,-8.4667,Robust high-level open system,Mauv,351-(554)191-4371,multi_family,type3,flood,0.9,0.48,0.8,0.09,0.2,0.89,0.15,0.15,0.38,TRUE,16809,81483,28923,8636,23807,10315,Kelly Watson,976-(245)564-5729,62081,59679,47940,Seamless 4th generation paradigm
292,disasterC,Billy Sanders,Somewhereelse,VÃ_nersborg,4,Ann Perez,74 Arkansas Parkway,Nanmen,462 36,3/28/17,58.3807,12.3234,Networked methodical intranet,Indigo,46-(754)723-7371,mobile,type1,flood,0.52,0.77,0.79,0.52,0.57,0.22,0.61,0.61,0.35,FALSE,92826,48412,44368,16118,82993,32671,Laura Mcdonald,86-(991)157-0636,66823,72459,66714,Future-proofed 4th generation workforce
293,disasterC,Jesse Wells,Allegheny,Outeiro de Polima,47,Earl Anderson,6 Anhalt Place,Banamba,2785-505,5/15/16,38.7167,-9.35,Object-based transitional projection,Blue,351-(696)705-3262,single_family,type2,fire,0.93,0.48,0.72,0.45,0.16,0.92,0.1,0.1,0.95,TRUE,31964,51898,75113,2094,82836,82852,Justin Ryan,223-(892)887-0200,34346,70264,54944,Diverse methodical orchestration
294,disasterA,Walter Carroll,Somewhereelse,Zarechnyy,33,Eric James,60 Schlimgen Place,Shuiyang,442965,9/22/16,53.20356,45.19227,Profit-focused motivating software,Indigo,7-(403)856-6402,mobile,type3,fire,0.03,0.98,0.76,0.58,0.64,0.42,0.3,0.3,0.39,FALSE,91123,69732,92888,86843,15749,27404,Lawrence Brown,86-(384)530-3110,67623,15381,68282,Implemented fresh-thinking challenge
295,disasterC,Carolyn Fox,Somewhereelse,PÃµltsamaa,23,Roger Mendoza,8 Ohio Junction,Laem Sing,,11/13/16,58.6525,25.97056,Cross-platform optimal process improvement,Turquoise,372-(230)147-7369,multi_family,type4,flood,0.48,0.19,0.4,0.33,0.18,0.61,0.32,0.32,0.35,FALSE,89242,30645,20293,75037,65872,62378,Jonathan Black,66-(823)529-7310,15261,30016,99550,Ameliorated fresh-thinking initiative
296,disasterD,Laura Berry,Somewhereelse,Olo,15,Jeremy Thomas,91 Grayhawk Drive,Banjar Sebual,,9/12/16,-10.84712,122.86473,Ergonomic holistic open system,Fuscia,62-(482)719-2697,multi_family,type4,landslide,0.86,0.99,0.71,0.57,0.68,0.74,0.58,0.58,0.2,TRUE,44959,3332,84154,48769,85684,64523,Adam Alvarez,62-(591)106-1823,48232,27662,13513,Phased tangible software
297,disasterA,Pamela Stevens,Somewhereelse,Muikamachi,38,Joyce Payne,93 Maryland Way,MaringÃ¡,990-0054,10/7/16,37.06667,138.88333,Versatile systematic frame,Crimson,81-(758)584-8055,single_family,type1,earthquake,0.12,0.75,0.17,0.23,0.08,0.89,0.56,0.56,0.55,TRUE,10894,2854,32612,4465,81488,31725,Eugene Mason,55-(639)228-7722,25695,71443,86906,Open-architected local time-frame
298,disasterC,Jason Rice,Allegheny,Prao,14,Kelly Hunter,74 Northwestern Street,Yessentuki,,10/22/16,15.92438,107.64814,Customer-focused well-modulated artificial intelligence,Fuscia,84-(295)855-3872,single_family,type1,earthquake,0.67,0.92,0.39,0.59,0.4,0.26,0.86,0.86,0.33,FALSE,95817,20686,18556,21787,31379,29342,Carl Pierce,7-(910)731-3979,85766,93530,18935,Secured analyzing website
299,disasterB,Mary Barnes,Allegheny,Dazhipo,26,Lori Davis,2403 Toban Circle,Srono,,8/3/16,19.80316,110.68191,Balanced high-level standardization,Indigo,86-(466)118-0124,multi_family,type2,earthquake,0.86,0,0.84,0.18,0.69,0.34,0.15,0.15,0.94,FALSE,52669,58635,48038,21367,23063,19652,Paula Ford,62-(281)548-5592,26825,26250,59814,Secured scalable extranet
300,disasterB,Justin Alvarez,Somerset,Yezhu,6,Lori Jordan,2 Moulton Park,Shuiyang,,3/11/17,28.55278,110.05139,Triple-buffered even-keeled forecast,Violet,86-(524)603-8555,single_family,type4,landslide,0.45,0.24,0.19,0.63,0.3,0.09,0.48,0.48,0.01,FALSE,40446,79989,81436,49680,95872,85133,Anne Harrison,86-(307)680-9261,31855,38396,53359,Face to face local focus group
301,disasterB,Lawrence Myers,Somerset,Laguna Paiva,24,Cynthia Elliott,5 Golf Crossing,Jiangdianzi,3401,9/4/16,-31.30391,-60.65894,Cross-group client-driven initiative,Blue,54-(492)739-0240,mobile,type2,flood,0.77,0.81,0.86,0.21,0.23,0.19,0.51,0.51,0.68,TRUE,61172,15165,94133,50332,33248,53945,Donna Bell,86-(745)756-9397,11893,87396,28738,Expanded foreground strategy
302,disasterD,Norma Ferguson,Somerset,Tangjin,4,Jack Bailey,574 Corben Crossing,Koltubanovskiy,,8/25/16,36.89444,126.62972,Stand-alone asynchronous paradigm,Puce,82-(406)108-8319,multi_family,type4,earthquake,0.98,0.08,0.88,0.78,0.87,0.64,0.72,0.72,0.6,FALSE,9776,26177,95067,13646,23428,13973,Ann Simpson,7-(997)900-7565,36184,15202,15806,Configurable cohesive initiative
303,disasterB,Ann Cook,Somerset,Karanganyar,37,Joan Morris,093 Center Circle,Luanda,,7/30/16,-7.5571,108.5715,Switchable static utilisation,Red,62-(286)454-5099,mobile,type3,flood,0.66,0.96,0.63,0.48,0.53,0.75,0.59,0.59,0.96,FALSE,75643,91208,94654,13155,46007,7918,Maria Harvey,244-(378)673-2085,46196,98172,36277,Synergistic neutral service-desk
